Id,Action
1,0.5642726776769329
2,0.9990990990990991
3,1
4,0.9534442724458204
5,0.9993694167104572
6,1
7,0.9796169490878069
8,0.9866666666666667
9,0.7718747918747918
10,0.9956098606582275
11,0.9975903614457831
12,0.9560414565391901
13,0.9819727891156462
14,0.8872255465573735
15,0.9595961253130423
16,0.9840503816063901
17,0.938211181453043
18,0.8566976922096137
19,0.9920398009950249
20,0.9
21,1
22,0.9991525423728813
23,0.9467342848904267
24,1
25,0.9826923076923076
26,0.9672722708224708
27,0.983529411764706
28,0.7355492751457613
29,0.9894595068005472
30,0.9818248404310976
31,0.9958738540520718
32,0.9670075869543797
33,0.9301321980580285
34,0.9432533127241707
35,0.9900647254213665
36,0.9920762069712058
37,0.8466570466570467
38,0.9991803278688526
39,0.960791111513943
40,0.9184962406015039
41,0.9849251153558631
42,0.9910569105691056
43,0.9741244208365704
44,0.9944259493465643
45,0.9777588024794586
46,0.9952380952380953
47,0.9868852459016393
48,0.9868094823836451
49,1
50,0.9850031746031747
51,0.953377775216705
52,0.9817391398719856
53,0.9810617037073165
54,0.9995495495495496
55,0.7921865285620042
56,0.93735558840436894
57,0.9963031423290204
58,0.9993694167104572
59,0.9761479929722195
60,0.9943887775551102
61,1
62,0.8189125295508275
63,0.9888771186440678
64,1
65,1
66,1
67,0.9334879406307979
68,0.9822970063574046
69,0.8475647570172493
70,0.8523885615838825
71,0.8562247998828578
72,0.9995495495495496
73,1
74,0.9977997799779977
75,0.9829699259371812
76,0.9993694167104572
77,0.9851851851851852
78,0.7769863009530682
79,0.5404545454545454
80,1
81,1
82,0.996309963099631
83,0.9908045977011494
84,0.9993694167104572
85,0.992290407242731
86,0.9563447293447294
87,0.9661149961149962
88,1
89,0.989175738977244
90,0.8267990788716176
91,0.9749038362306124
92,0.9135681669928246
93,1
94,0.7780193236714975
95,1
96,0.9216090252895051
97,0.8479411764705882
98,0.9896432996225546
99,0.9898305084745763
100,0.9848484848484848
101,0.9549227072767495
102,0.741138088964176
103,0.9766014244698885
104,0.9991803278688526
105,0.648589247164445
106,0.9955033472274852
107,0.9993694167104572
108,0.8509377620318878
109,0.9900900900900901
110,1
111,0.8143759643556804
112,0.9613528175679471
113,0.999203187250996
114,0.9714285714285715
115,0.9466977842302569
116,0.9900647254213665
117,0.9959225869955416
118,1
119,1
120,0.9993694167104572
121,1
122,0.9692307692307693
123,1
124,0.9015623088502025
125,0.9910569105691056
126,0.8258926897916072
127,0.9206240928882437
128,0.9593387614113003
129,0.9098728903326035
130,0.9885714285714287
131,0.9960690866774538
132,0.9043940514199293
133,0.9884421006372225
134,0.9190935343942195
135,1
136,0.831737188329733
137,0.9957359501907638
138,0.9984886649874056
139,0.8774268677275527
140,0.9990990990990991
141,0.9004495504495506
142,0.8585943276254694
143,0.9993694167104572
144,0.9877249967370283
145,1
146,0.8579036578407468
147,0.852733950492218
148,0.9133333333333333
149,0.9953020134228188
150,0.9839612534451512
151,1
152,0.9720967741935483
153,0.9984886649874056
154,0.6669758922293529
155,0.999203187250996
156,0.9400185645323738
157,0.966479660690187
158,0.9866402116402118
159,0.9851851851851852
160,0.9135681669928246
161,0.644505440299003
162,0.8580588663197359
163,0.9826923076923076
164,0.9233642267048918
165,0.9930996414290778
166,0.9993694167104572
167,0.9647811034174669
168,1
169,0.9963031423290204
170,0.9740470080590395
171,1
172,0.9157961063310065
173,0.9926529978254116
174,0.9833333333333332
175,1
176,0.9939572586588061
177,0.9243716199147137
178,1
179,1
180,0.852733950492218
181,0.4367237664296487
182,0.9885714285714287
183,0.9761479929722195
184,0.8124183006535948
185,0.96671390872594
186,0.7806546382358301
187,0.9444444444444444
188,0.9827159701323449
189,0.6894385026737968
190,0.8964063154183469
191,1
192,0.9445682089629746
193,1
194,1
195,0.9804788185288548
196,0.9972602739726029
197,0.9884363966027292
198,0.9618991647224797
199,0.9329301249421563
200,0.6489410832486178
201,0.9916939890710383
202,0.7732262382864793
203,0.9362948176077112
204,0.957189208498416
205,0.9199999999999999
206,0.9509576181176552
207,0.9957359501907638
208,0.9628628262031753
209,0.8981816658287245
210,0.8814285714285713
211,0.9936641398739507
212,0.9698829790983752
213,0.9993694167104572
214,1
215,1
216,0.8601620526575765
217,0.9749592532226996
218,0.983153200494241
219,1
220,0.9962276846697197
221,0.8901553468981778
222,1
223,0.9818727490996398
224,0.9823888840185852
225,0.9900900900900901
226,0.8475647570172493
227,0.8891584911065479
228,0.9894992010041408
229,0.9993694167104572
230,0.9703625482696145
231,0.9599922133168475
232,0.8198825764197307
233,0.9818508468031706
234,0.8499867002624454
235,0.9575766305923142
236,0.9336108727426364
237,1
238,0.9776277150210362
239,0.999203187250996
240,0.9832359501907637
241,0.9840297663712342
242,0.644272677676933
243,0.5900121379541269
244,1
245,0.9869354299096689
246,0.991266013666133
247,0.9317832826307402
248,0.9849963045084996
249,0.9900900900900901
250,0.9918920322070583
251,0.9966101694915255
252,0.6603308065406175
253,1
254,0.9893557422969188
255,1
256,0.9852178680300632
257,0.9991440798858774
258,0.8774268677275527
259,0.928644356211004
260,1
261,0.9898305084745763
262,0.9915492957746478
263,0.826984126984127
264,0.9995495495495496
265,0.9909301249421564
266,0.9628628262031753
267,0.9335734887429803
268,0.9943887775551102
269,0.9900900900900901
270,0.9939808394227262
271,0.9622992639821257
272,0.9749368214405797
273,0.9953020134228188
274,0.871994851994852
275,0.9766296071952153
276,0.7714285714285715
277,1
278,1
279,0.9909301249421564
280,0.8991304547968036
281,1
282,0.9953020134228188
283,0.8977021836790726
284,0.9397440636897156
285,0.9775967916088231
286,0.9269841269841269
287,0.9993694167104572
288,0.9732280783739968
289,0.9356038912090388
290,0.9909301249421564
291,0.8948636423237659
292,0.9829699259371812
293,0.9939572586588061
294,0.8907075585035475
295,0.991009397106958
296,0.6479766187521478
297,0.6577195768022862
298,0.9743427304402914
299,0.5975339667749691
300,0.9939393939393939
301,0.6326923076923077
302,0.9712480492980855
303,0.7258491847826087
304,0.517070707070707
305,0.9990990990990991
306,0.9920242488139166
307,0.992290407242731
308,1
309,0.9284754521963825
310,1
311,0.9596305520963055
312,0.9445682089629746
313,0.993687012279959
314,0.9590136054421767
315,1
316,1
317,0.9561842909628648
318,0.9482271304053482
319,0.7228294846395042
320,1
321,0.9300209614631563
322,0.5975339667749691
323,0.9993694167104572
324,1
325,0.9375536058263215
326,0.7818181818181819
327,1
328,0.9977997799779977
329,0.999203187250996
330,0.9948580324051823
331,0.9803800428403502
332,0.9935483870967742
333,0.9902805316014709
334,0.9234305196258404
335,0.9993150684931507
336,0.9364322665814516
337,0.9505177944255541
338,0.9854322022063957
339,0.8903205619610176
340,0.9574007022163704
341,0.8723564061475273
342,0.9920764331493878
343,0.9103544039594368
344,1
345,1
346,0.9759956086748673
347,0.9070261437908496
348,0.9925925925925926
349,0.9906737645365442
350,0.5909090909090909
351,0.9895652173913044
352,0.9991525423728813
353,0.9640999103601289
354,0.5133133457580423
355,0.9694933986000397
356,1
357,0.9128409014107358
358,0.9824884792626729
359,0.9776277150210362
360,0.5964148404459823
361,0.7927868852459017
362,0.9977997799779977
363,1
364,0.7131756756756757
365,1
366,0.9926529978254116
367,0.9704585895770041
368,0.9993694167104572
369,1
370,0.9968738540520719
371,0.9993694167104572
372,0.9822970063574046
373,0.8915825588261395
374,0.49056277056277053
375,0.9516543774462992
376,0.9943771357564462
377,0.6577195768022862
378,0.9730426019904307
379,0.9993694167104572
380,0.8506846434710745
381,0.9129234788379048
382,0.9868094823836451
383,0.9963031423290204
384,1
385,0.8354974417895636
386,0.9793103448275862
387,0.9678052253385875
388,1
389,1
390,0.9993694167104572
391,0.9995495495495496
392,0.9936641398739507
393,1
394,0.9993694167104572
395,0.8258926897916072
396,0.9963031423290204
397,1
398,0.9936067997043606
399,0.9680830424891551
400,0.9158592848904267
401,1
402,0.9400000000000001
403,0.9843401675444688
404,0.9993694167104572
405,0.9993694167104572
406,0.9800000000000001
407,1
408,0.992
409,0.9993694167104572
410,0.9967741935483871
411,0.9993694167104572
412,0.8283839885642761
413,0.8882282929403248
414,0.8948709607116256
415,1
416,0.975389652226012
417,1
418,0.9391789099416672
419,1
420,1
421,0.9744680851063829
422,0.9279090074802345
423,0.9590136054421767
424,0.845522978930663
425,0.9792288101063227
426,0.987557781201849
427,1
428,0.9988636363636363
429,0.940403358100936
430,0.9993694167104572
431,0.9712480492980855
432,0.9555555555555555
433,0.9766014244698885
434,0.6685278815822713
435,0.9974025974025974
436,0.9901492961751742
437,0.990960451977401
438,0.6669636288424602
439,0.9914083836634049
440,0.7769863009530682
441,0.9933848133848133
442,0.9993694167104572
443,0.999203187250996
444,0.9803800428403502
445,0.8936208192989504
446,0.9959225869955416
447,0.9256328730929966
448,1
449,0.9829699259371812
450,0.9527746490267337
451,0.7011652974385918
452,0.917114352880926
453,1
454,0.9328320740060729
455,0.9818248404310976
456,0.9993694167104572
457,0.999203187250996
458,0.925
459,0.9900077849521456
460,0.7665711505831819
461,0.8583958992914218
462,1
463,0.9984886649874056
464,0.9761479929722195
465,0.9902805316014709
466,0.9939808394227262
467,0.4150598353997392
468,1
469,1
470,0.9927868852459018
471,1
472,0.9865283752725558
473,1
474,0.8879999999999999
475,0.9733333333333334
476,0.9739130434782609
477,0.9943887775551102
478,0.9960263964249533
479,0.9967213114754099
480,0.994483499651361
481,1
482,1
483,1
484,0.9920764331493878
485,0.9975495495495496
486,0.957189208498416
487,0.9078392987075985
488,1
489,0.98590017921878
490,0.957189208498416
491,0.9799252262888626
492,0.9883441675695197
493,0.8099989718778033
494,0.9901079068546675
